culture,norm_text,subaxis,value
Polish,Choosing gifts that reflect a moderate display of appreciation without causing embarrassment.,gift_giving,Thoughtfulness and sensitivity in social gestures to nurture relationships.
Polish,"When giving flowers as a gift, ensure they are an odd number and not in colors or types that carry specific cultural connotations.",gift_giving,Thoughtfulness in gift-giving that reflects cultural sensitivity and personal consideration.
Pakistani,"It is expected to decline the first offer to have expenses paid for you, then accept if the offer is insisted upon.",basic_etiquette,Respect and modesty in personal conduct and social interactions.
Pakistani,Refuse an offer to pay for your meal or shopping at least once before accepting.,basic_etiquette,Respect for cultural norms and etiquette in interactions and social gatherings.
Pakistani,"It is correct to refuse an offer to pay at first, but politely accept if the offer is repeated.",basic_etiquette,Modesty and respect for social norms in public and private interactions.
Pakistani,It is courteous to praise the setting and engage warmly with all members present during a visit.,visiting,Respect for the host's effort and traditions during social gatherings.
Pakistani,It is appropriate to bring a small gift to express gratitude when invited to someone's home.,visiting,Respect and consideration for the host's efforts and the significance of hospitality.
Pakistani,Always bring a small gift when invited to someone's home as a sign of gratitude.,visiting,Respect for hosts and appreciation of their hospitality.
Pakistani,It is respectful to wait for the host or the eldest person present to begin eating or drinking before starting yourself.,eating,"Generosity and hospitality in social interactions, emphasizing respect and communal sharing."
Pakistani,It is expected to graciously accept or decline offers made by the host to ensure communal respect.,eating,"Respect and consideration in social and dining contexts, emphasizing communal harmony."
Pakistani,It is correct to wait for the elders to begin eating before starting your meal.,eating,Gratitude and respect in communal eating settings.
Pakistani,"Gifts should be offered and received with both hands or the right hand alone, and be mindful of the recipient's cultural and religious practices regarding the gift's content.",gift_giving,Respect and sensitivity towards the religious and cultural norms of others in social and gifting contexts.
Pakistani,"Gifts should be given with two hands or the right hand alone, respecting the recipient's cultural or religious practices.",gift_giving,"Respect and consideration in gift-giving, observing traditions that honor the receiver's beliefs and customs."
Pakistani,It is correct to offer and receive gifts with both hands or the right hand alone.,gift_giving,Respect for religious beliefs and gender norms in social interactions.
Mexican,It's considerate to offer your seat to someone who is noticeably older or in need.,basic_etiquette,Respectful interactions that acknowledge and honor the social roles and personal dignity of others.
Mexican,Ensure to directly and respectfully hand an object to someone when passing it to them.,basic_etiquette,"Respect and courtesy towards others, particularly in social and communal settings."
Mexican,"It is polite to directly hand objects to another person, rather than tossing them.",basic_etiquette,Respect for individuals and traditions through polite gestures and consideration for others' feelings.
